id,code,incident_id,incident_code,technicien_id,technicien_nom,technicien_matricule,secteur_id,secteur_nom,severite,statut,date_creation,date_assignation,date_resolution,duree_intervention_min,distance_km,note_intervention,statut_terrain,date_arrivee_site,date_debut_intervention,date_fin_intervention,pause_prise,pause_debut_terrain,pause_fin_terrain,cause_incomplete,contraintes,updated_by,historique_statuts
90,TKT-00090,103,INC-202602-0103,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,CRITIQUE,EN_COURS,2026-02-28T01:44:50.754412,2026-02-28T01:52:50.754412,,,5.52,,INCOMPLET,2026-02-28T02:06:50.754412,2026-02-28T02:11:50.754412,,False,,,Acces site securise - autorisation requise,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-28T01:44:50.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-28T01:52:50.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-28T02:06:50.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-28T02:11:50.754412""}, {""statut"": ""INCOMPLET"", ""timestamp"": ""2026-02-28T03:24:50.754412"", ""cause"": ""Acces site securise - autorisation requise""}]"
91,TKT-00091,105,INC-202602-0105,4,Amina CHRAIBI,TECH-004,8,Oujda,MINEUR,FERME,2026-02-26T08:15:14.754412,2026-02-26T08:17:14.754412,2026-02-26T08:42:14.754412,55,21.28,3.6,COMPLETE,2026-02-26T09:02:14.754412,2026-02-26T09:08:14.754412,2026-02-26T10:03:14.754412,False,,,,"[""Necessite coupure reseau planifiee"", ""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-26T08:15:14.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-26T08:17:14.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-26T09:02:14.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-26T09:08:14.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-26T10:03:14.754412""}]"
92,TKT-00092,107,INC-202604-0107,26,Rim TAHIRI,TECH-026,4,Fès,MINEUR,FERME,2026-04-28T11:53:44.754412,2026-04-28T11:56:44.754412,2026-04-28T12:15:44.754412,40,29.24,3.5,COMPLETE,2026-04-28T12:09:44.754412,2026-04-28T12:15:44.754412,2026-04-28T12:55:44.754412,False,,,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-28T11:53:44.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-28T11:56:44.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-28T12:09:44.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-28T12:15:44.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-28T12:55:44.754412""}]"
93,TKT-00093,108,INC-202604-0108,16,Houda KETTANI,TECH-016,5,Tanger,MINEUR,FERME,2026-04-14T13:10:27.754412,2026-04-14T13:14:27.754412,2026-04-14T14:22:27.754412,86,5.03,3.4,COMPLETE,2026-04-14T13:30:27.754412,2026-04-14T13:35:27.754412,2026-04-14T15:01:27.754412,False,,,,"[""Necessite coupure reseau planifiee"", ""Dependance fournisseur externe""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-14T13:10:27.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-14T13:14:27.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-14T13:30:27.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-14T13:35:27.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-14T15:01:27.754412""}]"
94,TKT-00094,110,INC-202603-0110,8,Nadia FILALI,TECH-008,6,Agadir,MINEUR,RESOLU,2026-03-24T00:36:09.754412,2026-03-24T00:50:09.754412,2026-03-24T00:46:09.754412,24,6.61,4.1,COMPLETE,2026-03-24T01:30:09.754412,2026-03-24T01:38:09.754412,2026-03-24T02:02:09.754412,False,,,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-24T00:36:09.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-24T00:50:09.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-24T01:30:09.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-24T01:38:09.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-24T02:02:09.754412""}]"
95,TKT-00095,111,INC-202602-0111,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MINEUR,FERME,2026-02-13T21:46:15.754412,2026-02-13T21:51:15.754412,2026-02-13T22:55:15.754412,77,19.44,3.5,COMPLETE,2026-02-13T22:26:15.754412,2026-02-13T22:38:15.754412,2026-02-13T23:55:15.754412,False,,,,"[""Coordination avec equipe reseau requise"", ""Acces difficile (hauteur / espace confine)""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-13T21:46:15.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-13T21:51:15.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-13T22:26:15.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-13T22:38:15.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-13T23:55:15.754412""}]"
96,TKT-00096,112,INC-202603-0112,5,Hamza BENKIRANE,TECH-005,2,Rabat-Salé,MAJEUR,FERME,2026-03-16T16:32:46.754412,2026-03-16T16:35:46.754412,2026-03-16T18:49:46.754412,153,8.27,4.6,COMPLETE,2026-03-16T17:13:46.754412,2026-03-16T17:18:46.754412,2026-03-16T19:51:46.754412,True,13:00,14:00,,"[""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-16T16:32:46.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-16T16:35:46.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-16T17:13:46.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-16T17:18:46.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-16T19:18:46.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-16T20:18:46.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-16T19:51:46.754412""}]"
97,TKT-00097,113,INC-202601-0113,4,Amina CHRAIBI,TECH-004,8,Oujda,MINEUR,FERME,2026-01-21T08:34:32.754412,2026-01-21T08:46:32.754412,2026-01-21T08:39:32.754412,34,7.21,2.7,COMPLETE,2026-01-21T09:02:32.754412,2026-01-21T09:08:32.754412,2026-01-21T09:42:32.754412,False,,,,"[""Dependance fournisseur externe"", ""Necessite coupure reseau planifiee""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-21T08:34:32.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-21T08:46:32.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-21T09:02:32.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-21T09:08:32.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-21T09:42:32.754412""}]"
98,TKT-00098,114,INC-202602-0114,16,Houda KETTANI,TECH-016,5,Tanger,MINEUR,RESOLU,2026-02-17T00:40:34.754412,2026-02-17T00:51:34.754412,2026-02-17T01:59:34.754412,101,2.83,4.8,COMPLETE,2026-02-17T01:31:34.754412,2026-02-17T01:45:34.754412,2026-02-17T03:26:34.754412,False,,,,"[""Coordination avec equipe reseau requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-17T00:40:34.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-17T00:51:34.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-17T01:31:34.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-17T01:45:34.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-17T03:26:34.754412""}]"
99,TKT-00099,115,INC-202604-0115,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MAJEUR,RESOLU,2026-04-19T14:00:18.754412,2026-04-19T14:13:18.754412,2026-04-19T16:31:18.754412,159,24.35,2.8,COMPLETE,2026-04-19T14:51:18.754412,2026-04-19T14:58:18.754412,2026-04-19T17:37:18.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-19T14:00:18.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-19T14:13:18.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-19T14:51:18.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-19T14:58:18.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-19T16:58:18.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-19T17:58:18.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-19T17:37:18.754412""}]"
100,TKT-00100,116,INC-202603-0116,8,Nadia FILALI,TECH-008,6,Agadir,MAJEUR,RESOLU,2026-03-09T06:24:35.754412,2026-03-09T06:31:35.754412,2026-03-09T07:34:35.754412,96,27.37,4.8,COMPLETE,2026-03-09T06:53:35.754412,2026-03-09T07:08:35.754412,2026-03-09T08:44:35.754412,False,,,,"[""Coordination avec equipe reseau requise"", ""Intervention nocturne requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-09T06:24:35.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-09T06:31:35.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-09T06:53:35.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-09T07:08:35.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-09T08:44:35.754412""}]"
101,TKT-00101,117,INC-202603-0117,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MINEUR,FERME,2026-03-01T15:46:21.754412,2026-03-01T15:55:21.754412,2026-03-01T16:21:21.754412,52,14.02,4.7,COMPLETE,2026-03-01T16:30:21.754412,2026-03-01T16:43:21.754412,2026-03-01T17:35:21.754412,False,,,,"[""Necessite coupure reseau planifiee""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-01T15:46:21.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-01T15:55:21.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-01T16:30:21.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-01T16:43:21.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-01T17:35:21.754412""}]"
102,TKT-00102,118,INC-202605-0118,2,Fatima ELHASSANI,TECH-002,3,Marrakech,MINEUR,RESOLU,2026-05-10T06:22:59.754412,2026-05-10T06:25:59.754412,2026-05-10T08:31:59.754412,147,17.1,2.8,COMPLETE,2026-05-10T06:44:59.754412,2026-05-10T06:58:59.754412,2026-05-10T09:25:59.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-10T06:22:59.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-10T06:25:59.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-10T06:44:59.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-10T06:58:59.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-10T08:58:59.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-10T09:58:59.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-10T09:25:59.754412""}]"
103,TKT-00103,119,INC-202604-0119,24,Ghita BENMOUSSA,TECH-024,7,Meknès,MINEUR,FERME,2026-04-20T15:48:58.754412,2026-04-20T15:53:58.754412,2026-04-20T15:58:58.754412,28,1.61,3.2,COMPLETE,2026-04-20T16:27:58.754412,2026-04-20T16:42:58.754412,2026-04-20T17:10:58.754412,False,,,,"[""Necessite coupure reseau planifiee"", ""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-20T15:48:58.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-20T15:53:58.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-20T16:27:58.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-20T16:42:58.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-20T17:10:58.754412""}]"
104,TKT-00104,120,INC-202605-0120,24,Ghita BENMOUSSA,TECH-024,7,Meknès,MAJEUR,RESOLU,2026-05-18T04:33:09.754412,2026-05-18T04:40:09.754412,2026-05-18T05:52:09.754412,85,26.96,2.6,COMPLETE,2026-05-18T05:11:09.754412,2026-05-18T05:19:09.754412,2026-05-18T06:44:09.754412,False,,,,"[""Dependance fournisseur externe"", ""Coordination avec equipe reseau requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-18T04:33:09.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-18T04:40:09.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-18T05:11:09.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-18T05:19:09.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-18T06:44:09.754412""}]"
105,TKT-00105,121,INC-202603-0121,16,Houda KETTANI,TECH-016,5,Tanger,MINEUR,RESOLU,2026-03-12T16:00:29.754412,2026-03-12T16:14:29.754412,2026-03-12T16:45:29.754412,58,4.46,4.9,COMPLETE,2026-03-12T16:55:29.754412,2026-03-12T17:10:29.754412,2026-03-12T18:08:29.754412,False,,,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-12T16:00:29.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-12T16:14:29.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-12T16:55:29.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-12T17:10:29.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-12T18:08:29.754412""}]"
106,TKT-00106,122,INC-202601-0122,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,CRITIQUE,RESOLU,2026-01-18T20:18:18.754412,2026-01-18T20:30:18.754412,2026-01-19T05:49:18.754412,584,13.53,4.8,COMPLETE,2026-01-18T21:06:18.754412,2026-01-18T21:20:18.754412,2026-01-19T07:04:18.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-18T20:18:18.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-18T20:30:18.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-18T21:06:18.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-18T21:20:18.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-18T23:20:18.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-19T00:20:18.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-19T07:04:18.754412""}]"
107,TKT-00107,123,INC-202603-0123,20,Meriem BOUAYAD,TECH-020,4,Fès,CRITIQUE,RESOLU,2026-03-25T00:18:25.754412,2026-03-25T00:27:25.754412,2026-03-25T04:57:25.754412,308,9.68,3.8,COMPLETE,2026-03-25T01:00:25.754412,2026-03-25T01:05:25.754412,2026-03-25T06:13:25.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-25T00:18:25.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-25T00:27:25.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-25T01:00:25.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-25T01:05:25.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-25T03:05:25.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-25T04:05:25.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-25T06:13:25.754412""}]"
108,TKT-00108,124,INC-202512-0124,25,Ilyas IDRISSI,TECH-025,10,Tétouan,MINEUR,RESOLU,2025-12-20T14:59:39.754412,2025-12-20T15:00:39.754412,2025-12-20T15:14:39.754412,38,7.86,3.6,COMPLETE,2025-12-20T15:21:39.754412,2025-12-20T15:29:39.754412,2025-12-20T16:07:39.754412,False,,,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-20T14:59:39.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-20T15:00:39.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-20T15:21:39.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-20T15:29:39.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-20T16:07:39.754412""}]"
109,TKT-00109,125,INC-202604-0125,19,Omar FASSI,TECH-019,2,Rabat-Salé,CRITIQUE,FERME,2026-04-22T11:10:35.754412,2026-04-22T11:15:35.754412,2026-04-22T19:04:35.754412,485,1.4,3.4,COMPLETE,2026-04-22T11:48:35.754412,2026-04-22T12:00:35.754412,2026-04-22T20:05:35.754412,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)"", ""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-22T11:10:35.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-22T11:15:35.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-22T11:48:35.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-22T12:00:35.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-22T14:00:35.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-22T15:00:35.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-22T20:05:35.754412""}]"
110,TKT-00110,126,INC-202605-0126,13,Rachid SQALLI,TECH-013,4,Fès,CRITIQUE,FERME,2026-05-12T18:11:26.754412,2026-05-12T18:21:26.754412,2026-05-13T02:45:26.754412,534,25.21,3.1,COMPLETE,2026-05-12T19:06:26.754412,2026-05-12T19:16:26.754412,2026-05-13T04:10:26.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-12T18:11:26.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-12T18:21:26.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-12T19:06:26.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-12T19:16:26.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-12T21:16:26.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-12T22:16:26.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-13T04:10:26.754412""}]"
111,TKT-00111,127,INC-202604-0127,18,Loubna NACIRI,TECH-018,4,Fès,MINEUR,RESOLU,2026-04-07T14:24:57.754412,2026-04-07T14:31:57.754412,2026-04-07T14:58:57.754412,39,19.6,4.2,COMPLETE,2026-04-07T14:44:57.754412,2026-04-07T14:51:57.754412,2026-04-07T15:30:57.754412,False,,,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-07T14:24:57.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-07T14:31:57.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-07T14:44:57.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-07T14:51:57.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-07T15:30:57.754412""}]"
112,TKT-00112,128,INC-202602-0128,23,Adil REGRAGUI,TECH-023,9,Kenitra,MINEUR,RESOLU,2026-02-08T18:43:22.754412,2026-02-08T18:44:22.754412,2026-02-08T19:38:22.754412,76,24.13,3.1,COMPLETE,2026-02-08T18:54:22.754412,2026-02-08T19:06:22.754412,2026-02-08T20:22:22.754412,False,,,,"[""Manque d outillage specifique"", ""Necessite coupure reseau planifiee""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-08T18:43:22.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-08T18:44:22.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-08T18:54:22.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-08T19:06:22.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-08T20:22:22.754412""}]"
113,TKT-00113,129,INC-202512-0129,14,Salma BENOMAR,TECH-014,6,Agadir,MINEUR,FERME,2025-12-28T22:27:17.754412,2025-12-28T22:42:17.754412,2025-12-28T23:34:17.754412,85,14.27,4.2,COMPLETE,2025-12-28T23:16:17.754412,2025-12-28T23:26:17.754412,2025-12-29T00:51:17.754412,False,,,,"[""Manque d outillage specifique""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-28T22:27:17.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-28T22:42:17.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-28T23:16:17.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-28T23:26:17.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-29T00:51:17.754412""}]"
114,TKT-00114,130,INC-202603-0130,15,Bilal MRANI,TECH-015,9,Kenitra,CRITIQUE,FERME,2026-03-14T11:25:55.754412,2026-03-14T11:34:55.754412,2026-03-14T14:38:55.754412,198,3.69,2.7,COMPLETE,2026-03-14T12:07:55.754412,2026-03-14T12:20:55.754412,2026-03-14T15:38:55.754412,True,13:00,14:00,,"[""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-14T11:25:55.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-14T11:34:55.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-14T12:07:55.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-14T12:20:55.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-14T14:20:55.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-14T15:20:55.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-14T15:38:55.754412""}]"
115,TKT-00115,131,INC-202604-0131,25,Ilyas IDRISSI,TECH-025,10,Tétouan,MINEUR,EN_COURS,2026-04-20T14:47:42.754412,2026-04-20T15:01:42.754412,,,27.04,,EN_COURS,2026-04-20T15:28:42.754412,2026-04-20T15:37:42.754412,,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-20T14:47:42.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-20T15:01:42.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-20T15:28:42.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-20T15:37:42.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-20T17:37:42.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-20T18:37:42.754412""}]"
116,TKT-00116,132,INC-202603-0132,16,Houda KETTANI,TECH-016,5,Tanger,MINEUR,FERME,2026-03-14T15:29:24.754412,2026-03-14T15:32:24.754412,2026-03-14T15:59:24.754412,56,27.25,3.5,COMPLETE,2026-03-14T15:43:24.754412,2026-03-14T15:58:24.754412,2026-03-14T16:54:24.754412,False,,,,"[""Coordination avec equipe reseau requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-14T15:29:24.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-14T15:32:24.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-14T15:43:24.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-14T15:58:24.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-14T16:54:24.754412""}]"
117,TKT-00117,133,INC-202604-0133,17,Ayoub BELKADI,TECH-017,7,Meknès,MAJEUR,EN_COURS,2026-04-06T04:38:53.754412,2026-04-06T04:50:53.754412,,,9.36,,PAUSE,2026-04-06T05:14:53.754412,2026-04-06T05:29:53.754412,,True,13:00,14:00,,"[""Necessite coupure reseau planifiee""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-06T04:38:53.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-06T04:50:53.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-06T05:14:53.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-06T05:29:53.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-06T07:29:53.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-06T08:29:53.754412""}]"
118,TKT-00118,135,INC-202601-0135,4,Amina CHRAIBI,TECH-004,8,Oujda,MAJEUR,FERME,2026-01-05T14:57:04.754412,2026-01-05T14:59:04.754412,2026-01-05T18:14:04.754412,211,23.01,3.0,COMPLETE,2026-01-05T15:39:04.754412,2026-01-05T15:46:04.754412,2026-01-05T19:17:04.754412,True,13:00,14:00,,"[""Intervention nocturne requise"", ""Necessite coupure reseau planifiee""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-05T14:57:04.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-05T14:59:04.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-05T15:39:04.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-05T15:46:04.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-05T17:46:04.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-05T18:46:04.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-05T19:17:04.754412""}]"
119,TKT-00119,136,INC-202604-0136,22,Kawtar CHERKAOUI,TECH-022,3,Marrakech,MINEUR,EN_COURS,2026-04-04T03:13:06.754412,2026-04-04T03:17:06.754412,,,17.77,,EN_COURS,2026-04-04T03:49:06.754412,2026-04-04T03:57:06.754412,,False,,,,"[""Coordination avec equipe reseau requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-04T03:13:06.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-04T03:17:06.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-04T03:49:06.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-04T03:57:06.754412""}]"
